county,date,other,delta,omicron,epsilon,alpha,iota,gamma,zeta,mu,beta
Riverside,2021-12-19,2,13,5,0,0,0,0,0,0,0
Riverside,2021-12-20,6,18,14,0,0,0,0,0,0,0
Riverside,2021-12-21,18,49,39,0,0,1,0,0,0,0
Riverside,2021-12-22,19,20,44,0,0,0,0,0,0,0
Riverside,2021-12-23,4,24,18,0,0,0,0,0,0,0
Riverside,2021-12-24,0,1,5,0,0,0,0,0,0,0
Riverside,2021-12-25,0,0,2,0,0,0,0,0,0,0
Riverside,2021-12-26,5,8,25,1,0,0,0,0,0,0
Riverside,2021-12-27,21,11,71,0,1,0,0,0,0,0
Riverside,2021-12-28,49,13,105,2,0,0,0,0,0,0
Riverside,2021-12-29,12,9,16,0,0,0,0,0,0,0
Riverside,2021-12-30,18,9,42,2,0,0,0,0,0,0
Riverside,2021-12-31,2,2,9,0,0,0,0,0,0,0
Riverside,2022-01-01,0,2,9,0,0,0,0,0,0,0
Riverside,2022-01-02,8,3,13,2,0,0,0,0,0,0
Riverside,2022-01-03,23,5,64,4,0,0,0,0,0,0
Riverside,2022-01-04,28,7,98,1,0,0,0,0,0,0
Riverside,2022-01-05,19,6,55,5,1,0,0,0,0,0
Riverside,2022-01-06,17,2,41,2,0,0,0,0,0,0
Riverside,2022-01-07,10,3,37,5,0,0,0,0,0,0
Riverside,2022-01-08,12,2,19,2,0,0,0,0,0,0
Riverside,2022-01-09,7,0,8,2,0,0,0,0,0,0
Riverside,2022-01-10,18,6,56,3,0,0,1,0,0,0
Riverside,2022-01-11,17,4,23,1,0,0,0,0,0,0
Riverside,2022-01-12,9,3,12,2,1,0,1,0,0,0
Riverside,2022-01-13,9,5,21,2,1,0,0,0,0,0
Riverside,2022-01-14,15,2,34,0,0,0,0,0,0,0
Riverside,2022-01-15,3,2,8,3,0,0,0,0,0,0
Riverside,2022-01-16,0,1,5,0,0,0,0,0,0,0
Riverside,2022-01-17,6,1,15,1,0,0,0,0,0,0
Riverside,2022-01-18,8,1,18,2,0,0,0,0,0,0
Riverside,2022-01-19,20,4,29,1,0,0,1,0,0,0
Riverside,2022-01-20,41,1,80,4,0,0,0,0,0,0
Riverside,2022-01-21,9,1,18,3,0,0,0,0,0,0
Riverside,2022-01-22,1,0,11,0,0,0,0,0,0,0
Riverside,2022-01-23,1,1,5,0,0,0,0,0,0,0
Riverside,2022-01-24,3,2,39,1,0,0,0,0,0,0
Riverside,2022-01-25,21,3,25,3,0,0,0,0,0,0
Riverside,2022-01-26,18,0,48,2,0,0,0,0,0,0
Riverside,2022-01-27,7,0,13,1,0,0,0,0,0,0
Riverside,2022-01-28,7,1,22,2,0,0,0,0,0,0
Riverside,2022-01-29,1,0,26,0,1,0,0,0,0,0
Riverside,2022-01-30,3,1,35,0,0,0,0,0,0,0
Riverside,2022-01-31,14,2,107,2,0,0,0,0,0,0
Riverside,2022-02-01,21,0,50,1,0,0,0,0,0,0
Riverside,2022-02-02,39,1,75,0,0,0,0,0,0,0
Riverside,2022-02-03,7,2,35,0,0,0,0,0,0,0
Riverside,2022-02-04,4,0,50,1,0,0,0,0,0,0
Riverside,2022-02-05,2,0,30,1,0,1,0,0,0,0
Riverside,2022-02-06,4,0,38,0,1,0,0,0,0,0
Riverside,2022-02-07,4,0,59,0,0,0,0,0,0,0
Riverside,2022-02-08,12,1,61,1,1,0,0,0,0,0
Riverside,2022-02-09,13,0,72,0,0,0,0,0,0,0
Riverside,2022-02-10,3,0,58,0,0,0,0,0,0,0
Riverside,2022-02-11,2,0,64,0,0,0,0,0,0,0
Riverside,2022-02-12,2,0,38,0,0,0,0,0,0,0
Riverside,2022-02-13,2,0,26,0,0,0,0,0,0,0
Riverside,2022-02-14,5,0,42,0,0,0,0,0,0,0
Riverside,2022-02-15,6,0,36,0,0,0,0,0,0,0
Riverside,2022-02-16,12,0,33,0,0,0,0,0,0,0
Riverside,2022-02-17,6,1,28,0,0,0,0,0,0,0
Riverside,2022-02-18,5,0,27,0,0,0,0,0,0,0
Riverside,2022-02-19,0,0,11,0,0,0,0,0,0,0
Riverside,2022-02-20,1,0,27,0,0,0,0,0,0,0
Riverside,2022-02-21,0,0,9,0,0,0,0,0,0,0
Riverside,2022-02-22,2,0,29,0,0,0,0,0,0,0
Riverside,2022-02-23,6,0,20,0,0,0,0,0,0,0
Riverside,2022-02-24,4,1,33,0,0,0,0,0,0,0
Riverside,2022-02-25,1,0,30,0,0,0,0,0,0,0
Riverside,2022-02-26,0,0,12,0,0,0,0,0,0,0
Riverside,2022-02-27,1,0,12,0,0,0,0,0,0,0
Riverside,2022-02-28,1,0,13,0,0,0,0,0,0,0
Riverside,2022-03-01,4,0,7,0,0,0,0,0,0,0
Riverside,2022-03-02,4,0,16,0,0,0,0,0,0,0
Riverside,2022-03-03,1,0,10,0,0,0,0,0,0,0
Riverside,2022-03-04,2,0,14,0,0,0,0,0,0,0
Riverside,2022-03-05,0,0,9,0,0,0,0,0,0,0
Riverside,2022-03-06,1,0,4,0,0,0,0,0,0,0
Riverside,2022-03-07,2,0,15,0,0,0,0,0,0,0
Riverside,2022-03-08,3,0,16,0,0,0,0,0,0,0
Riverside,2022-03-09,4,0,6,0,0,0,0,0,0,0
Riverside,2022-03-10,2,0,12,0,0,0,0,0,0,0
Riverside,2022-03-11,1,0,7,0,0,0,0,0,0,0
Riverside,2022-03-12,2,0,5,0,0,0,0,0,0,0
Riverside,2022-03-13,0,0,8,0,0,0,0,0,0,0
Riverside,2022-03-14,0,0,15,0,0,0,0,0,0,0
Riverside,2022-03-15,2,0,13,0,0,0,0,0,0,0
Riverside,2022-03-16,2,0,9,0,0,0,0,0,0,0
Riverside,2022-03-17,1,0,10,0,0,0,0,0,0,0
Riverside,2022-03-18,0,0,10,0,0,0,0,0,0,0
Riverside,2022-03-19,1,0,14,0,0,0,0,0,0,0
Riverside,2022-03-20,0,0,2,0,0,0,0,0,0,0
Riverside,2022-03-21,2,0,12,0,0,0,0,0,0,0
Riverside,2022-03-22,0,0,7,0,0,0,0,0,0,0
Riverside,2022-03-23,1,0,7,0,0,0,0,0,0,0
Riverside,2022-03-24,0,0,2,0,0,0,0,0,0,0
Riverside,2022-03-25,0,0,3,0,0,0,0,0,0,0
Riverside,2022-03-26,1,0,7,0,0,0,0,0,0,0
Riverside,2022-03-27,0,0,5,0,0,0,0,0,0,0
Riverside,2022-03-28,2,0,7,0,0,0,0,0,0,0
Riverside,2022-03-29,1,0,11,0,0,0,0,0,0,0
Riverside,2022-03-30,0,0,3,0,0,0,0,0,0,0
Riverside,2022-03-31,1,0,10,0,0,0,0,0,0,0
Riverside,2022-04-01,2,0,11,0,0,0,0,0,0,0
Riverside,2022-04-02,0,0,14,0,0,0,0,0,0,0
Riverside,2022-04-03,2,0,5,0,0,0,0,0,0,0
Riverside,2022-04-04,2,0,14,0,0,0,0,0,0,0
Riverside,2022-04-05,0,0,3,0,0,0,0,0,0,0
Riverside,2022-04-06,4,0,11,0,0,0,0,0,0,0
Riverside,2022-04-07,2,0,8,0,0,0,0,0,0,0
Riverside,2022-04-08,0,0,12,0,0,0,0,0,0,0
Riverside,2022-04-09,0,0,8,0,0,0,0,0,0,0
Riverside,2022-04-10,1,0,11,0,0,0,0,0,0,0
Riverside,2022-04-11,1,0,23,0,0,0,0,0,0,0
Riverside,2022-04-12,1,0,6,0,0,0,0,0,0,0
Riverside,2022-04-13,2,0,6,0,0,0,0,0,0,0
Riverside,2022-04-14,3,0,4,0,0,0,0,0,0,0
Riverside,2022-04-15,0,0,4,0,0,0,0,0,0,0
Riverside,2022-04-16,1,0,2,0,0,0,0,0,0,0
Riverside,2022-04-17,1,0,2,0,0,0,0,0,0,0
Riverside,2022-04-18,3,0,19,0,0,0,0,0,0,0
Riverside,2022-04-19,3,0,7,0,0,0,0,0,0,0
Riverside,2022-04-20,1,0,9,0,0,0,0,0,0,0
Riverside,2022-04-21,6,0,7,0,0,0,0,0,0,0
Riverside,2022-04-22,5,0,8,0,0,0,0,0,0,0
Riverside,2022-04-23,1,0,5,0,0,0,0,0,0,0
Riverside,2022-04-24,0,0,6,0,0,0,0,0,0,0
Riverside,2022-04-25,3,0,11,0,0,0,0,0,0,0
Riverside,2022-04-26,6,0,8,0,0,0,0,0,0,0
Riverside,2022-04-27,4,0,4,0,0,0,0,0,0,0
Riverside,2022-04-28,2,0,6,0,0,0,0,0,0,0
Riverside,2022-04-29,2,0,2,0,0,0,0,0,0,0
Riverside,2022-05-01,1,0,0,0,0,0,0,0,0,0
Riverside,2022-05-12,0,0,1,0,0,0,0,0,0,0
Sacramento,2021-12-01,3,35,0,0,0,0,0,0,0,0
Sacramento,2021-12-02,2,25,0,0,0,0,0,0,0,0
Sacramento,2021-12-03,2,49,0,0,0,0,0,0,0,0
Sacramento,2021-12-04,2,61,1,0,0,0,0,0,0,0
Sacramento,2021-12-05,0,15,0,0,0,0,0,0,0,0
Sacramento,2021-12-06,8,69,1,0,0,0,0,0,0,0
Sacramento,2021-12-07,4,52,0,0,0,0,0,0,0,0
Sacramento,2021-12-08,2,30,0,0,0,0,0,0,0,0
Sacramento,2021-12-09,8,51,1,0,0,0,0,0,0,0
Sacramento,2021-12-10,3,55,3,0,0,0,0,0,0,0
Sacramento,2021-12-11,0,13,0,0,0,0,0,0,0,0
Sacramento,2021-12-12,5,21,1,0,0,0,0,0,0,0
Sacramento,2021-12-13,6,61,4,0,0,0,0,0,0,0
Sacramento,2021-12-14,5,45,5,0,0,0,0,0,0,0
Sacramento,2021-12-15,7,29,9,0,0,0,0,0,0,0
Sacramento,2021-12-16,1,34,16,0,0,0,0,0,0,0
Sacramento,2021-12-17,0,13,5,0,0,0,0,0,0,0
Sacramento,2021-12-18,0,14,4,0,0,0,0,0,0,0
Sacramento,2021-12-19,2,6,7,0,0,0,0,0,0,0
Sacramento,2021-12-20,4,9,8,0,0,0,0,0,0,0
Sacramento,2021-12-21,1,8,8,0,0,0,0,0,0,0
Sacramento,2021-12-22,6,18,35,1,0,0,0,0,0,0
Sacramento,2021-12-23,4,12,12,0,0,0,0,0,0,0
Sacramento,2021-12-24,1,1,4,0,0,0,0,0,0,0
Sacramento,2021-12-26,7,9,70,0,0,0,0,0,0,0
Sacramento,2021-12-27,3,13,54,0,0,0,0,0,0,0
Sacramento,2021-12-28,9,3,28,0,0,0,0,0,0,0
Sacramento,2021-12-29,2,1,28,0,1,0,0,0,0,0
Sacramento,2021-12-30,3,4,22,0,0,0,0,0,0,0
Sacramento,2021-12-31,4,0,3,0,0,0,0,0,0,0
Sacramento,2022-01-01,2,0,1,0,0,0,0,0,0,0
Sacramento,2022-01-02,1,0,7,0,1,0,0,0,0,0
Sacramento,2022-01-03,7,8,37,1,1,0,0,0,0,0
Sacramento,2022-01-04,16,9,26,0,0,0,0,0,0,0
Sacramento,2022-01-05,5,5,19,0,2,0,0,0,0,0
Sacramento,2022-01-06,10,3,51,2,0,0,0,0,0,0
Sacramento,2022-01-07,9,4,62,0,0,0,0,0,0,0
Sacramento,2022-01-08,4,4,40,0,0,0,0,0,0,0
Sacramento,2022-01-09,0,1,14,0,0,0,0,0,0,0
Sacramento,2022-01-10,14,6,82,0,0,0,0,0,0,0
Sacramento,2022-01-11,15,9,82,1,0,0,0,0,0,0
Sacramento,2022-01-12,36,5,22,1,0,0,0,0,0,0
Sacramento,2022-01-13,17,4,34,5,0,0,0,0,0,1
Sacramento,2022-01-14,7,2,25,0,0,0,0,0,0,0
Sacramento,2022-01-15,5,1,31,0,0,0,0,0,0,0
Sacramento,2022-01-16,1,0,19,0,0,0,0,0,0,0
Sacramento,2022-01-17,14,3,34,0,0,0,0,0,0,0
Sacramento,2022-01-18,11,3,65,0,0,0,0,0,0,0
Sacramento,2022-01-19,14,3,36,0,0,0,0,0,0,0
Sacramento,2022-01-20,9,1,30,0,0,0,0,0,0,0
Sacramento,2022-01-21,17,6,62,3,0,0,0,0,0,0
Sacramento,2022-01-22,0,2,29,0,0,0,0,0,0,0
Sacramento,2022-01-23,0,1,28,0,0,0,0,0,0,0
Sacramento,2022-01-24,11,1,45,0,0,0,0,0,0,0
Sacramento,2022-01-25,16,7,55,0,0,0,0,0,0,0
Sacramento,2022-01-26,10,2,36,0,0,1,0,0,0,0
Sacramento,2022-01-27,10,2,33,0,0,0,0,0,0,0
Sacramento,2022-01-28,9,2,35,0,0,0,0,0,0,0
Sacramento,2022-01-29,0,0,91,0,0,0,0,0,0,0
Sacramento,2022-01-30,2,0,26,0,0,0,0,0,0,0
Sacramento,2022-01-31,12,0,188,1,0,0,0,0,0,0
Sacramento,2022-02-01,21,3,157,0,0,0,0,0,0,0
Sacramento,2022-02-02,19,2,153,0,0,0,0,0,0,0
Sacramento,2022-02-03,9,1,41,0,0,0,0,0,0,0
Sacramento,2022-02-04,4,1,11,0,0,0,0,0,0,0
Sacramento,2022-02-05,2,0,21,0,0,0,0,0,0,0
Sacramento,2022-02-06,5,1,40,0,0,0,0,0,0,0
Sacramento,2022-02-07,19,1,151,0,0,0,0,0,0,0
Sacramento,2022-02-08,15,1,66,0,0,0,0,0,0,0
Sacramento,2022-02-09,8,0,63,0,0,0,0,0,0,0
Sacramento,2022-02-10,3,2,71,0,0,0,0,0,0,0
Sacramento,2022-02-11,9,1,95,0,0,0,0,0,0,0
Sacramento,2022-02-12,3,0,51,0,0,0,0,0,0,0
Sacramento,2022-02-13,2,0,28,0,0,0,0,0,0,0
Sacramento,2022-02-14,15,0,83,0,0,0,0,0,0,0
Sacramento,2022-02-15,5,0,31,0,0,0,0,0,0,0
Sacramento,2022-02-16,7,0,56,0,0,0,0,0,0,0
Sacramento,2022-02-17,4,0,37,0,0,0,0,0,0,0
Sacramento,2022-02-18,4,0,41,0,0,0,0,0,0,0
Sacramento,2022-02-19,0,0,19,0,0,0,0,0,0,0
Sacramento,2022-02-20,0,0,11,0,0,0,0,0,0,0
Sacramento,2022-02-21,4,0,13,0,0,0,0,0,0,0
Sacramento,2022-02-22,3,0,40,0,0,0,0,0,0,0
Sacramento,2022-02-23,15,0,21,0,0,0,0,0,0,0
Sacramento,2022-02-24,3,0,19,0,0,0,0,0,0,0
Sacramento,2022-02-25,4,0,41,0,0,0,0,0,0,0
Sacramento,2022-02-26,1,0,10,0,0,0,0,0,0,0
Sacramento,2022-02-27,0,0,10,0,0,0,0,0,0,0
Sacramento,2022-02-28,2,0,27,0,0,0,0,0,0,0
Sacramento,2022-03-01,8,0,24,0,0,0,0,0,0,0
Sacramento,2022-03-02,5,0,15,0,0,0,0,0,0,0
Sacramento,2022-03-03,5,0,23,0,0,0,0,0,0,0
Sacramento,2022-03-04,4,0,20,0,0,0,0,0,0,0
Sacramento,2022-03-05,0,0,7,0,0,0,0,0,0,0
Sacramento,2022-03-06,1,0,8,0,0,0,0,0,0,0
Sacramento,2022-03-07,5,0,18,0,0,0,0,0,0,0
Sacramento,2022-03-08,2,0,19,0,0,0,0,0,0,0
Sacramento,2022-03-09,1,0,22,0,0,0,0,0,0,0
Sacramento,2022-03-10,1,0,13,0,0,0,0,0,0,0
Sacramento,2022-03-11,0,0,19,0,0,0,0,0,0,0
Sacramento,2022-03-12,2,0,9,0,0,0,0,0,0,0
Sacramento,2022-03-13,0,0,5,0,0,0,0,0,0,0
Sacramento,2022-03-14,3,0,9,0,0,0,0,0,0,0
Sacramento,2022-03-15,1,0,8,0,0,0,0,0,0,0
Sacramento,2022-03-16,1,0,11,0,0,0,0,0,0,0
Sacramento,2022-03-17,3,0,1,0,0,0,0,0,0,0
Sacramento,2022-03-18,2,0,16,0,0,0,0,0,0,0
Sacramento,2022-03-19,2,0,6,0,0,0,0,0,0,0
Sacramento,2022-03-20,0,0,10,0,0,0,0,0,0,0
Sacramento,2022-03-21,4,0,18,0,0,0,0,0,0,0
Sacramento,2022-03-22,2,0,14,0,0,0,0,0,0,0
Sacramento,2022-03-23,3,0,6,0,0,0,0,0,0,0
Sacramento,2022-03-24,2,0,10,0,0,0,0,0,0,0
Sacramento,2022-03-25,2,0,8,0,0,0,0,0,0,0
Sacramento,2022-03-26,2,0,14,0,0,0,0,0,0,0
Sacramento,2022-03-27,0,0,6,0,0,0,0,0,0,0
Sacramento,2022-03-28,0,0,16,0,0,0,0,0,0,0
Sacramento,2022-03-29,3,0,10,0,0,0,0,0,0,0
Sacramento,2022-03-30,0,0,14,0,0,0,0,0,0,0
Sacramento,2022-03-31,0,0,3,0,0,0,0,0,0,0
Sacramento,2022-04-01,0,0,13,0,0,0,0,0,0,0
Sacramento,2022-04-02,1,0,1,0,0,0,0,0,0,0
Sacramento,2022-04-03,0,0,5,0,0,0,0,0,0,0
Sacramento,2022-04-04,1,0,8,0,0,0,0,0,0,0
Sacramento,2022-04-05,2,0,7,0,0,0,0,0,0,0
Sacramento,2022-04-06,0,0,3,0,0,0,0,0,0,0
Sacramento,2022-04-07,2,0,12,0,0,0,0,0,0,0
Sacramento,2022-04-08,2,0,7,0,0,0,0,0,0,0
Sacramento,2022-04-09,0,0,4,0,0,0,0,0,0,0
Sacramento,2022-04-10,0,0,4,0,0,0,0,0,0,0
Sacramento,2022-04-11,2,0,10,0,0,0,0,0,0,0
Sacramento,2022-04-12,1,0,8,0,0,0,0,0,0,0
Sacramento,2022-04-13,1,0,10,0,0,0,0,0,0,0
Sacramento,2022-04-14,1,0,6,0,0,0,0,0,0,0
Sacramento,2022-04-15,7,0,9,0,0,0,0,0,0,0
Sacramento,2022-04-16,0,0,6,0,0,0,0,0,0,0
Sacramento,2022-04-18,3,0,20,0,0,0,0,0,0,0
Sacramento,2022-04-19,4,0,8,0,0,0,0,0,0,0
Sacramento,2022-04-20,9,0,7,0,0,0,0,0,0,0
Sacramento,2022-04-21,4,0,4,0,0,0,0,0,0,0
Sacramento,2022-04-22,2,0,8,0,0,0,0,0,0,0
Sacramento,2022-04-23,0,0,1,0,0,0,0,0,0,0
Sacramento,2022-04-24,1,0,5,0,0,0,0,0,0,0
Sacramento,2022-04-25,7,0,2,0,0,0,0,0,0,0
Sacramento,2022-04-26,3,0,5,0,0,0,0,0,0,0
Sacramento,2022-04-27,5,0,7,0,0,0,0,0,0,0
Sacramento,2022-04-28,3,0,3,0,0,0,0,0,0,0
Sacramento,2022-04-29,1,0,2,0,0,0,0,0,0,0
San Benito,2021-12-01,2,5,0,0,0,0,0,0,0,0
San Benito,2021-12-02,0,2,0,0,0,0,0,0,0,0
San Benito,2021-12-03,0,1,0,0,0,0,0,0,0,0
San Benito,2021-12-04,0,1,0,0,0,0,0,0,0,0
San Benito,2021-12-05,0,16,0,0,0,0,0,0,0,0
San Benito,2021-12-06,0,7,0,0,0,0,0,0,0,0
San Benito,2021-12-07,0,7,0,0,0,0,0,0,0,0
San Benito,2021-12-08,0,3,1,0,0,0,0,0,0,0
San Benito,2021-12-09,0,1,0,0,0,0,0,0,0,0
San Benito,2021-12-10,0,3,1,0,0,0,0,0,0,0
San Benito,2021-12-12,0,14,0,0,0,0,0,0,0,0
San Benito,2021-12-13,0,10,1,0,0,0,0,0,0,0
San Benito,2021-12-14,1,1,0,0,0,0,0,0,0,0
San Benito,2021-12-15,0,4,1,0,0,0,0,0,0,0
San Benito,2021-12-16,0,2,0,0,0,0,0,0,0,0
San Benito,2021-12-18,0,2,0,0,0,0,0,0,0,0
San Benito,2021-12-19,0,1,1,0,0,0,0,0,0,0
San Benito,2021-12-20,0,2,2,0,0,0,0,0,0,0
San Benito,2021-12-21,2,1,0,0,0,0,0,0,0,0
San Benito,2021-12-23,0,2,2,0,0,0,0,0,0,0
San Benito,2021-12-27,0,0,9,0,0,0,0,0,0,0
San Benito,2021-12-28,0,0,1,0,0,0,0,0,0,0
San Benito,2021-12-30,1,1,1,0,0,0,0,0,0,0
San Benito,2021-12-31,0,0,2,0,0,0,0,0,0,0
San Benito,2022-01-02,0,0,1,0,0,0,0,0,0,0
San Benito,2022-01-03,0,1,1,0,0,0,0,0,0,0
San Benito,2022-01-04,0,0,1,0,0,0,0,0,0,0
San Benito,2022-01-05,2,0,0,0,0,0,0,0,0,0
San Benito,2022-01-06,2,1,10,0,0,0,0,0,0,0
San Benito,2022-01-07,1,0,3,0,0,0,0,0,0,0
San Benito,2022-01-09,0,1,10,0,0,0,0,0,0,0
San Benito,2022-01-10,0,0,11,0,0,0,0,0,0,0
San Benito,2022-01-11,1,0,0,0,0,1,0,0,0,0
San Benito,2022-01-15,0,1,2,0,0,0,0,0,0,0
San Benito,2022-01-16,0,1,4,0,0,0,0,0,0,0
San Benito,2022-01-17,0,0,9,0,0,0,0,0,0,0
San Benito,2022-01-18,1,0,1,0,0,0,0,0,0,0
San Benito,2022-01-19,0,0,1,0,0,0,0,0,0,0
San Benito,2022-01-20,0,1,2,1,0,0,0,0,0,0
San Benito,2022-01-21,0,0,1,1,0,0,0,0,0,0
San Benito,2022-01-22,2,0,0,0,0,0,0,0,0,0
San Benito,2022-01-23,2,0,4,0,0,0,0,0,0,0
San Benito,2022-01-24,0,0,4,0,0,0,0,0,0,0
San Benito,2022-01-25,0,0,4,0,0,0,0,0,0,0
San Benito,2022-01-26,1,0,1,0,0,0,0,0,0,0
San Benito,2022-01-27,0,0,2,1,0,0,0,0,0,0
San Benito,2022-01-28,0,0,3,1,0,0,0,0,0,0
San Benito,2022-01-29,0,0,2,0,0,0,0,0,0,0
San Benito,2022-01-30,2,1,35,0,0,0,0,0,0,0
San Benito,2022-01-31,2,0,23,0,0,0,0,0,0,0
San Benito,2022-02-01,0,1,18,0,0,0,0,0,0,0
San Benito,2022-02-02,1,0,15,0,0,0,0,0,0,0
San Benito,2022-02-03,0,0,4,0,0,0,0,0,0,0
San Benito,2022-02-04,1,0,1,0,0,0,0,0,0,0
San Benito,2022-02-05,0,0,2,0,0,0,0,0,0,0
San Benito,2022-02-06,1,0,31,1,0,0,0,0,0,0
San Benito,2022-02-07,0,0,13,0,0,0,0,0,0,0
San Benito,2022-02-08,0,0,11,0,0,0,0,0,0,0
San Benito,2022-02-09,1,0,5,0,0,0,0,0,0,0
San Benito,2022-02-10,0,0,9,0,0,0,0,0,0,0
San Benito,2022-02-11,0,0,5,0,0,0,0,0,0,0
San Benito,2022-02-13,3,0,8,0,0,0,0,0,0,0
San Benito,2022-02-14,0,0,7,0,0,0,0,0,0,0
San Benito,2022-02-15,1,0,4,0,0,0,0,0,0,0
San Benito,2022-02-16,0,0,5,0,0,0,0,0,0,0
San Benito,2022-02-17,0,0,11,0,0,0,0,0,0,0
San Benito,2022-02-18,0,0,3,0,0,0,0,0,0,0
San Benito,2022-02-19,0,0,3,0,0,0,0,0,0,0
San Benito,2022-02-20,1,0,3,0,0,0,0,0,0,0
San Benito,2022-02-21,0,0,1,0,0,0,0,0,0,0
San Benito,2022-02-22,1,0,3,0,0,0,0,0,0,0
San Benito,2022-02-23,0,0,6,0,0,0,0,0,0,0
San Benito,2022-02-24,1,0,3,0,0,0,0,0,0,0
San Benito,2022-02-28,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-01,0,0,2,0,0,0,0,0,0,0
San Benito,2022-03-02,0,0,2,0,0,0,0,0,0,0
San Benito,2022-03-03,1,0,4,0,0,0,0,0,0,0
San Benito,2022-03-04,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-07,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-08,0,0,2,0,0,0,0,0,0,0
San Benito,2022-03-09,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-10,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-11,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-14,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-15,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-16,0,0,4,0,0,0,0,0,0,0
San Benito,2022-03-17,1,0,3,0,0,0,0,0,0,0
San Benito,2022-03-19,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-22,0,0,2,0,0,0,0,0,0,0
San Benito,2022-03-24,0,0,1,0,0,0,0,0,0,0
San Benito,2022-03-28,0,0,1,0,0,0,0,0,0,0
San Benito,2022-04-06,0,0,2,0,0,0,0,0,0,0
San Bernardino,2021-12-01,6,261,0,0,0,0,0,0,0,0
San Bernardino,2021-12-02,3,95,0,0,0,0,0,0,0,0
San Bernardino,2021-12-03,1,93,0,0,0,0,0,0,0,0
San Bernardino,2021-12-04,0,91,0,0,0,0,0,0,0,0
San Bernardino,2021-12-05,4,30,0,0,0,0,0,0,0,0
San Bernardino,2021-12-06,6,289,1,0,0,0,0,0,0,0
San Bernardino,2021-12-07,5,248,1,0,0,0,0,0,0,0
San Bernardino,2021-12-08,1,223,4,0,0,0,0,0,0,0
San Bernardino,2021-12-09,0,170,2,0,0,0,0,0,0,0
San Bernardino,2021-12-10,2,174,4,0,0,0,0,0,0,0
San Bernardino,2021-12-11,2,75,1,0,0,0,0,0,0,0
San Bernardino,2021-12-12,1,24,0,0,0,0,0,0,0,0
San Bernardino,2021-12-13,5,221,9,0,0,1,0,0,0,0
San Bernardino,2021-12-14,6,160,25,0,0,0,0,0,0,0
San Bernardino,2021-12-15,7,190,39,0,0,0,0,0,0,0
San Bernardino,2021-12-16,0,144,54,0,0,0,0,0,0,0
San Bernardino,2021-12-17,0,156,63,0,0,0,0,0,0,0
San Bernardino,2021-12-18,1,99,52,0,0,0,0,0,0,0
San Bernardino,2021-12-19,1,12,4,0,0,0,0,0,0,0
San Bernardino,2021-12-20,2,76,44,0,0,1,0,0,0,0
San Bernardino,2021-12-21,18,201,332,0,1,0,0,0,0,0
San Bernardino,2021-12-22,11,204,444,0,0,0,1,0,0,0
San Bernardino,2021-12-23,2,86,252,0,0,0,0,0,0,0
San Bernardino,2021-12-24,1,5,6,0,1,0,0,0,0,0
San Bernardino,2021-12-25,0,2,6,0,0,0,0,0,0,0
San Bernardino,2021-12-26,2,5,17,0,0,0,0,0,0,0
San Bernardino,2021-12-27,8,77,447,2,1,1,0,0,0,0
San Bernardino,2021-12-28,23,30,81,3,3,0,0,0,0,0
San Bernardino,2021-12-29,9,22,89,1,0,0,0,0,0,0
San Bernardino,2021-12-30,3,34,254,2,2,0,1,0,0,0
San Bernardino,2021-12-31,2,2,10,0,1,0,0,0,0,0
San Bernardino,2022-01-01,1,5,2,0,1,0,0,0,0,0
San Bernardino,2022-01-02,6,1,11,1,0,0,0,0,0,0
San Bernardino,2022-01-03,7,17,264,2,1,0,0,0,0,0
San Bernardino,2022-01-04,12,23,137,0,1,1,0,0,0,0
San Bernardino,2022-01-05,8,20,24,3,1,1,1,0,0,0
San Bernardino,2022-01-06,6,13,23,5,1,0,1,0,0,0
San Bernardino,2022-01-07,8,8,39,0,0,0,0,0,0,0
San Bernardino,2022-01-08,3,4,11,1,0,0,0,0,0,0
San Bernardino,2022-01-09,6,1,8,0,1,0,0,0,0,0
San Bernardino,2022-01-10,6,11,14,3,2,0,1,0,0,0
San Bernardino,2022-01-11,11,11,32,4,2,1,0,0,0,0
San Bernardino,2022-01-12,10,14,9,3,3,0,1,0,0,0
San Bernardino,2022-01-13,3,11,18,3,0,1,0,0,0,0
San Bernardino,2022-01-14,7,10,35,3,0,0,1,0,0,0
San Bernardino,2022-01-15,3,8,33,1,0,1,0,0,0,0
San Bernardino,2022-01-16,1,3,12,0,1,0,0,0,0,0
San Bernardino,2022-01-17,4,2,18,1,0,1,0,0,0,0
San Bernardino,2022-01-18,2,11,34,0,3,0,0,0,0,0
San Bernardino,2022-01-19,5,5,62,1,1,1,0,0,0,0
San Bernardino,2022-01-20,21,10,54,0,0,0,0,0,1,0
San Bernardino,2022-01-21,3,7,68,0,0,0,0,0,0,0
San Bernardino,2022-01-22,1,4,98,1,0,0,0,0,0,0
San Bernardino,2022-01-23,0,1,10,0,0,0,0,0,0,0
